Transaction_Amount,Transaction_Time,Account_Age,Num_Transactions,Fraud
380.7947176588889,6.280936409661743,6.147962904552335,33,0
951.207163345817,5.927491177727996,8.248890963699877,1,0
734.6740023932911,21.75010993250488,7.841448368111431,5,0
602.6718993550662,5.989108796388146,2.385099142243963,13,0
164.45845403801215,6.526793427087144,2.343245227673265,19,0
164.43457513284062,18.225558298031128,3.41356930970422,12,0
67.50277604651747,10.793756218812959,4.249672537069335,48,0
867.5143843171858,18.64105336692435,4.676100232676344,25,0
605.1038616257767,1.5687877815452458,7.117274951500107,35,0
710.9918520180851,11.701708648161222,1.5101238894925186,12,1
30.378649352844423,0.8067264043987832,1.3120543380345975,30,0
970.2107536403744,1.5036768829285085,4.527195066495182,5,0
834.1182143924175,21.754498880265864,7.274473229241824,34,0
220.2157195714934,3.341888906822284,2.7409180866083434,22,0
190.00671753502962,12.77809637460521,6.773540331306266,39,0
191.5704647548995,9.866294462416956,3.338453241462695,13,0
311.1998205299424,8.336239830212225,8.974774979321648,47,0
529.5088673159155,21.596000296494537,9.061209498399549,3,1
437.62556845569463,0.523761522611748,3.6755848385319383,20,0
298.3168487960615,15.930952468214137,3.0699437856691647,31,0
615.7343657751557,23.12146642112521,4.701735748596081,5,0
148.09892204552142,13.444036403084207,3.1647842666213384,24,0
299.22320204986596,22.483739088794202,7.051454589625333,40,0
372.6982248607548,1.2541891028645704,8.43458216093457,33,0
461.50928437486556,10.051039657779874,7.057829178200953,8,0
787.3242017790834,6.243786983089228,8.419154025244145,24,0
207.67704433677613,17.539703159537517,4.572929459867267,20,0
519.0920940294754,23.55113017193392,2.4068527363797476,16,0
596.4904231734221,6.156721498661947,7.641558526578329,12,0
55.98590859279775,15.700190435377788,4.2442705462739845,13,0
611.4694033824239,4.754343186233763,7.041437427062193,45,0
178.8188824504186,13.567926109718638,3.435795477835891,42,0
74.40107705542673,11.13437968052007,1.731066713260054,39,0
949.3966818807999,23.32812791115689,9.933236159389871,25,0
965.9757127438138,14.604654544715197,2.4058135713753934,46,1
810.3133746352966,8.38815293008365,9.89578894567133,32,0
311.56763148163697,2.738298837310401,9.795519393098026,24,0
106.69539286632003,3.6299238896384294,8.144362935172357,48,0
687.3906962470353,5.407606318829642,6.934806658737978,47,0
445.7509688022053,6.023199872167152,6.200263452259763,44,0
130.81785249633106,20.41478538818731,8.794913908400513,9,0
500.2251410101575,13.469346918780598,3.6049556945753913,40,0
44.04463590406621,12.561381872984795,5.209130912363893,23,0
910.2271980579942,2.7544529248612193,6.574509724298517,13,0
266.1921817840167,20.64335264038644,4.70071428282542,32,0
665.8970615104422,17.34754327700361,4.847378086812412,15,0
318.59396532851684,1.624040685600038,3.9725620075187598,36,0
524.8673409660327,16.98804233351445,6.078086350160825,49,0
551.2431765498469,13.044917216223507,8.655170752136044,5,0
193.00591097027177,1.9614082979226781,2.813755402056816,22,0
969.888781486913,10.999215396687756,9.409897348780973,16,0
777.3814951275034,11.632710891121128,7.201788883734067,41,0
940.1039521485473,3.978588963918618,8.409458914120272,10,0
895.8790769233724,22.696755528006776,6.005716233670105,24,1
601.9209790229743,20.399408915535886,8.015650312816572,18,0
922.6554926728857,16.0565360958986,1.1458035760552048,49,0
97.6075770314003,11.095093464014573,8.365423823015817,18,0
204.02303379495373,9.882372998028204,1.3612497317682988,7,1
54.775016021432684,15.6233632116229,9.009220387265762,4,0
332.0770274556317,13.090364865765732,9.927664725147789,26,0
394.7905167925872,1.4945545411652548,3.6466071595910003,5,0
278.63554145615694,12.30006357048796,2.8928670065721427,16,0
830.45013406041,19.353686813588148,7.888270274722366,35,0
363.1857934266534,11.021757062326994,3.277237068282279,26,0
288.1251645905069,1.246957861302442,8.790061448549832,18,0
547.269122326666,18.870676785216794,1.9255833294172904,29,0
149.51498272501502,4.832730771263385,2.1335967674142244,23,0
804.1750109464992,6.206900037312931,9.81236399590554,14,0
83.80513724297312,3.9529524823751014,7.064550084430042,15,0
987.0180672345122,7.925161556915941,8.621985019860574,49,0
774.5223216036909,18.16203613652724,3.918964396163662,33,0
206.72852471883067,12.465260628094496,7.08835374568544,25,0
15.466895952366375,4.917150579617101,6.348176445777375,21,1
817.3068141702859,21.06792187564898,6.428351081106523,17,0
709.788770409141,21.1099645188367,7.142792135839494,23,0
731.7170963605774,20.893882201104166,6.178232558161887,43,0
773.5576432190862,5.731109073156943,4.861561323723993,17,0
83.30420521674945,10.829744260343714,3.4833042494249216,14,0
364.8810712588299,23.639751747381002,7.917231978218818,29,0
124.71036892987841,18.52829943143977,3.036451870028676,20,0
864.4723916168376,0.6520181094134356,7.231188755389727,30,0
627.0651455592823,1.5649101902518092,3.09999540384394,19,0
